,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,link,username,datetime,tweet_text,impressions,likes,longitude,latitude,field_1,timestamp,year,month,day,hour,minute,second,contains_keyword,keyword
284529,151497,575163,575163,656,https://twitter.com/FaithSkelton3/status/1704575610490634735,@FaithSkelton3,2023-09-20T19:17:49.000Z,"No , no way did u see that piece move when he put the hot grease on it. No thank you very much!!",12,2,30.46180890041911,-97.60910097580602,656.0,1695255469.0,2023,9,20,19,17,49,True,hot
284639,151607,60084,60084,9010,https://twitter.com/cherrybri16/status/1704591009655427382,@cherrybri16,2023-09-20T20:19:01.000Z,i love that every time me and my bestfriend are on ft and one of her boys hangs up we just accept it dont ever call eachother back ,65,,30.323445077994,-97.75698020848782,9010.0,1695259141.0,2023,9,20,20,19,1,True,hot
284710,151678,60019,60019,8945,https://twitter.com/gpl_writes/status/1704603029847015554,@gpl_writes,2023-09-20T21:06:46.000Z,me when i sit quietly on my phone for half an hour in my room between being more intense than real life can handle,142,,30.323445077994,-97.75698020848782,8945.0,1695262006.0,2023,9,20,21,6,46,True,intense
284864,151832,59871,59871,8797,https://twitter.com/mecee/status/1704630111444574584,@mecee,2023-09-20T22:54:23.000Z,"So this is happening… 30-day dry aged Texas wagyu bone-I’m ribeye. No-limit ribeye, basically.",1.6K,35,30.323445077994,-97.75698020848782,8797.0,1695268463.0,2023,9,20,22,54,23,True,dry
284884,151852,59853,59853,8779,https://twitter.com/StevenRivas/status/1704632709937615073,@StevenRivas,2023-09-20T23:04:43.000Z,"Thank you, Dr. 
@theHauer
 for presenting at this evening’s Imagine Austin Speaker Series: Climate Migration Webinar!",103,,30.323445077994,-97.75698020848782,8779.0,1695269083.0,2023,9,20,23,4,43,True,climate
284995,151963,59752,59752,8678,https://twitter.com/Gen3D_Tech/status/1704643815733166219,@Gen3D_Tech,2023-09-20T23:48:51.000Z,"Okay first of all, I did not know this mouse pad looked this when I agreed to review it.  It is not my cup of tea, but if you like the design then you might like the pad overall. The pad is a quality pad for sure with a very sticky and soft Poron type base.  The stitching is very…
Show more",9.5K,30,30.323445077994,-97.75698020848782,8678.0,1695271731.0,2023,9,20,23,48,51,True,sticky
285003,151971,59745,59745,8671,https://twitter.com/RBlount/status/1704645426761060683,@RBlount,2023-09-20T23:55:15.000Z,"Oh, wait in other non-believable news the jet went down because of bad weather? Right!",5,1,30.323445077994,-97.75698020848782,8671.0,1695272115.0,2023,9,20,23,55,15,True,weather
285223,152191,59641,59641,8567,https://twitter.com/ajnadoll/status/1704912030736765372,@ajnadoll,2023-09-21T17:34:38.000Z,Weathered another storm,60,,30.323445077994,-97.75698020848782,8567.0,1695335678.0,2023,9,21,17,34,38,True,weather
285329,152297,59551,59551,8477,https://twitter.com/Ajay_3000/status/1704924548661911663,@Ajay_3000,2023-09-21T18:24:23.000Z,"You're 100% right, its disgusting, & it's not always upbringing, but in 95% it IS upbringing to some degree. Kids just dont decide to be racist and commit hate crimes. They learn that crap 4rm other ppl, their parents, or if not, the ppl in their lives when parents aren't around.",4,2,30.323445077994,-97.75698020848782,8477.0,1695338663.0,2023,9,21,18,24,23,True,degree
285331,152299,59549,59549,8475,https://twitter.com/Mcraigpdx/status/1704924798785073402,@Mcraigpdx,2023-09-21T18:25:22.000Z,Riding in a hot air balloon is such a unique and wonderful experience! 12/10,24,1,30.323445077994,-97.75698020848782,8475.0,1695338722.0,2023,9,21,18,25,22,True,hot
285337,152305,287124,287124,7992,https://twitter.com/InferiousGabe/status/1704926307895713803,@InferiousGabe,2023-09-21T18:31:22.000Z,This the type of heat crimes are committed in,226,1,30.32252574373576,-97.75519032778548,1576.0,1695339082.0,2023,9,21,18,31,22,True,heat
285347,152315,59538,59538,8464,https://twitter.com/cherrybri16/status/1704927420074057745,@cherrybri16,2023-09-21T18:35:47.000Z,i still get butterflies when me and my man make dirty comments to eachother  i love me some of him,67,1,30.323445077994,-97.75698020848782,8464.0,1695339347.0,2023,9,21,18,35,47,True,hot
285360,152328,59525,59525,8451,https://twitter.com/ByGrace26/status/1704928789510205864,@ByGrace26,2023-09-21T18:41:14.000Z,"Thank you so much!
I appreciate the info, and I’m always open to learning more when it comes to my heath!
 I’ve always taken good care of myself, especially when I was training for my marathons!!",37,2,30.323445077994,-97.75698020848782,8451.0,1695339674.0,2023,9,21,18,41,14,True,heat
285391,152359,59496,59496,8422,https://twitter.com/CravenMike/status/1704932013105401920,@CravenMike,2023-09-21T18:54:02.000Z,I thought about tagging you to help me find where it was steamed but I’m trying to grow lol,87,1,30.323445077994,-97.75698020848782,8422.0,1695340442.0,2023,9,21,18,54,2,True,steam
285448,152416,59447,59447,8373,https://twitter.com/AmberRicquel/status/1704937803610546682,@AmberRicquel,2023-09-21T19:17:03.000Z,And a fan . I get so hot around 3-4 am,148,,30.323445077994,-97.75698020848782,8373.0,1695341823.0,2023,9,21,19,17,3,True,hot
285546,152514,59362,59362,8288,https://twitter.com/KatiePhang/status/1704948907606741315,@KatiePhang,2023-09-21T20:01:10.000Z,"Austin, Texas!!! 

It’s hot here, but I love the live music in your airport! 

I’ve been told that I’m supposed to go to 
@AllensBoots
 for some cowboy boots! And to 
@SaltLickBBQ
 for some good eats!",97K,2.4K,30.323445077994,-97.75698020848782,8288.0,1695344470.0,2023,9,21,20,1,10,True,hot
285556,152524,59352,59352,8278,https://twitter.com/DecodingFoxNews/status/1704949713139830919,@DecodingFoxNews,2023-09-21T20:04:22.000Z,I’m here to.  I hope I get to see you but if not no worries.  It’s crazy hot! ,1.6K,20,30.323445077994,-97.75698020848782,8278.0,1695344662.0,2023,9,21,20,4,22,True,hot
285557,152525,59351,59351,8277,https://twitter.com/JeffersonJetson/status/1704949740490604962,@JeffersonJetson,2023-09-21T20:04:29.000Z,"You had all the uncle infinity stones at a young age  
The sweater vests
The Bluetooth
The Jonathan Majors Hat

The Prince that was Promised!",121,,30.323445077994,-97.75698020848782,8277.0,1695344669.0,2023,9,21,20,4,29,True,sweat
285584,152552,59324,59324,8250,https://twitter.com/ATPE_MontyE/status/1704952658878963968,@ATPE_MontyE,2023-09-21T20:16:05.000Z,…Ultimately this will result in school closures. Because closures are also uncoordinated between the two systems & because charter schools don’t have to take all students the result is the creation of educational deserts…,19,,30.323445077994,-97.75698020848782,8250.0,1695345365.0,2023,9,21,20,16,5,True,desert
285587,152555,59321,59321,8247,https://twitter.com/YisusLemusky/status/1704953079098130728,@YisusLemusky,2023-09-21T20:17:45.000Z,"Desear mal a otro, es un búmeran",15,1,30.323445077994,-97.75698020848782,8247.0,1695345465.0,2023,9,21,20,17,45,True,sear
285729,152697,59195,59195,8121,https://twitter.com/DecodingFoxNews/status/1704966564213391729,@DecodingFoxNews,2023-09-21T21:11:20.000Z,"Some folks at The Blaze aren’t very bright. Wait, some folks?",1.1K,52,30.323445077994,-97.75698020848782,8121.0,1695348680.0,2023,9,21,21,11,20,True,blaze
285746,152714,59178,59178,8104,https://twitter.com/AnnaDsays/status/1704968519304036441,@AnnaDsays,2023-09-21T21:19:06.000Z,If someone could invent a pool chaise that doesn't give me 3rd degree burns on my entire body that would be great.,386,10,30.323445077994,-97.75698020848782,8104.0,1695349146.0,2023,9,21,21,19,6,True,burn
285802,152770,59133,59133,8059,https://twitter.com/dnaz21/status/1704973791267270957,@dnaz21,2023-09-21T21:40:03.000Z,who won the bake off,353,1,30.323445077994,-97.75698020848782,8059.0,1695350403.0,2023,9,21,21,40,3,True,bake
285874,152842,59070,59070,7996,https://twitter.com/failedtorender/status/1704982388533547208,@failedtorender,2023-09-21T22:14:13.000Z,"Flashback to when I interviewed Richie from 
@toast_int
 in AltspaceVR… Ahh… Where it all began… Now look at them! Max Mustard looks AWESOME!",66,1,30.323445077994,-97.75698020848782,7996.0,1695352453.0,2023,9,21,22,14,13,True,toast
285943,152911,59006,59006,7932,https://twitter.com/courtneymmmmmm/status/1704988218649690161,@courtneymmmmmm,2023-09-21T22:37:23.000Z,"The 
@Venmo
 crypto risk management team has to be sweating just a little bit right now ",176,3,30.323445077994,-97.75698020848782,7932.0,1695353843.0,2023,9,21,22,37,23,True,sweat
285950,152918,58999,58999,7925,https://twitter.com/jimhillhouse/status/1704988564604268795,@jimhillhouse,2023-09-21T22:38:45.000Z,Not exactly a headline that Texas is a hotbed of extremism. It’s always been one.,32,1,30.323445077994,-97.75698020848782,7925.0,1695353925.0,2023,9,21,22,38,45,True,hot
286113,153081,58859,58859,7785,https://twitter.com/scottorr300/status/1705008535430365234,@scottorr300,2023-09-21T23:58:07.000Z,Must be at total attention when warm cookies are involved.  #jockandfinney #scottiebeggars #scottishterriers #scotties,261,21,30.323445077994,-97.75698020848782,7785.0,1695358687.0,2023,9,21,23,58,7,True,warm
286170,153138,25389,25389,97,https://twitter.com/realtmcgregor/status/1705209445012418732,@realtmcgregor,2023-09-22T13:16:27.000Z,"What is that sound you hear? Is it the rustling leaves of the early fall? Is it your kids enjoying D.C.’s temperate weather after the scorching summer? https://punchbowl.news/archive/92223-punchbowl-news-am/card/8/#group-8… 
@PunchbowlNews",41,,30.1444838659839,-97.8221689198633,,1695406587.0,2023,9,22,13,16,27,True,scorching
286300,153268,58762,58762,7688,https://twitter.com/KoskionFOX7/status/1705254004534526125,@KoskionFOX7,2023-09-22T16:13:31.000Z,"A week of Paxton political fatigue is wrapping up with a lot of political maneuvering
Today, the mayor of Dallas, Eric Johnson, announce he’s flipping from democrat to the GOP ! 
@fox7austin",263,5,30.323445077994,-97.75698020848782,7688.0,1695417211.0,2023,9,22,16,13,31,True,fatigue
286316,153284,706,706,140,https://twitter.com/Orinocopat/status/1705255936170905842,@Orinocopat,2023-09-22T16:21:11.000Z,The biggest exculpatory factor is that he has a big D after his name. He’s been through this bother before and been re-elected. No sweat.,125,,30.34800394078278,-97.9891270398246,,1695417671.0,2023,9,22,16,21,11,True,sweat
286319,153287,58747,58747,7673,https://twitter.com/illumined1/status/1705256039032017088,@illumined1,2023-09-22T16:21:36.000Z,How so? To what degree do you think it unwise?,12,1,30.323445077994,-97.75698020848782,7673.0,1695417696.0,2023,9,22,16,21,36,True,degree
286363,153331,58708,58708,7634,https://twitter.com/ronnienorth13/status/1705260748388344001,@ronnienorth13,2023-09-22T16:40:19.000Z,THE FASCIST AMERICAN GOVERNMENT HAS CAUSED THE OGALALIA AQUIFER TO DRY UP AS A WAY OF DESTROYING THESE RED STATES.,47,,30.323445077994,-97.75698020848782,7634.0,1695418819.0,2023,9,22,16,40,19,True,dry
286597,153565,58516,58516,7442,https://twitter.com/nickgraynews/status/1705284230916227291,@nickgraynews,2023-09-22T18:13:37.000Z,"Oh sorry— my fault—

Cloudflare is without question the best place to register and house them

NOT a good spot for brainstorming discovery etc",150,2,30.323445077994,-97.75698020848782,7442.0,1695424417.0,2023,9,22,18,13,37,True,flare
286623,153591,58494,58494,7420,https://twitter.com/DrWilliamCannon/status/1705287629338517631,@DrWilliamCannon,2023-09-22T18:27:08.000Z,"Me when I see 
@HeatOveride
’s weekly #IDP article 

#FantasyFootball #DrRoto #NFL #Defense #PrizePicks",370,1,30.323445077994,-97.75698020848782,7420.0,1695425228.0,2023,9,22,18,27,8,True,heat
286660,153628,58463,58463,7389,https://twitter.com/toddcoerver/status/1705292966393246071,@toddcoerver,2023-09-22T18:48:20.000Z,"Listen, I don’t ask you guys for much. So please, I beg of you.  #ThirstyTodd",500,10,30.323445077994,-97.75698020848782,7389.0,1695426500.0,2023,9,22,18,48,20,True,thirst
286695,153663,58430,58430,7356,https://twitter.com/KoskionFOX7/status/1705298227463864380,@KoskionFOX7,2023-09-22T19:09:14.000Z,GOP civil war heats up and head on into a Saturday meltdown,314,2,30.323445077994,-97.75698020848782,7356.0,1695427754.0,2023,9,22,19,9,14,True,heat
286773,153741,58358,58358,7284,https://twitter.com/gpl_writes/status/1705308340254015602,@gpl_writes,2023-09-22T19:49:26.000Z,"yeah my girlfriend has B.E.D.:
beautiful 
excellent
dangerous 

make your bed &
sleep in it warm
while you can",31,,30.323445077994,-97.75698020848782,7284.0,1695430166.0,2023,9,22,19,49,26,True,warm
286881,153849,58268,58268,7194,https://twitter.com/MissEMILYs/status/1705321593843425316,@MissEMILYs,2023-09-22T20:42:05.000Z,"Sweat in your new shorts in Austin, TX for$60.00. Come get em while they're sweaty. #FridaysForFuture",62,,30.323445077994,-97.75698020848782,7194.0,1695433325.0,2023,9,22,20,42,5,True,sweat
286890,153858,58259,58259,7185,https://twitter.com/TimWayne/status/1705322373765882042,@TimWayne,2023-09-22T20:45:11.000Z,You get a free soda on a hot day change your whole day lol,28,,30.323445077994,-97.75698020848782,7185.0,1695433511.0,2023,9,22,20,45,11,True,hot
286891,153859,58258,58258,7184,https://twitter.com/HSHToria/status/1705322657145647398,@HSHToria,2023-09-22T20:46:19.000Z,Since it’s too hot to walk to this nail salon let me eat,112,2,30.323445077994,-97.75698020848782,7184.0,1695433579.0,2023,9,22,20,46,19,True,hot
286895,153863,58254,58254,7180,https://twitter.com/gambit1138/status/1705323791457632618,@gambit1138,2023-09-22T20:50:49.000Z,"WHERE THE DEVIL ROAMS: A bloody-as-hell riff through 30s Americana. 
@adams_films
 have pulled off an insanely ambitious fever dream that feels like Paper Moon with the worst case of gangrene ever. Icky and wonderful. #FantasticFest",1.2K,24,30.323445077994,-97.75698020848782,7180.0,1695433849.0,2023,9,22,20,50,49,True,fever
286898,153866,575002,575002,495,https://twitter.com/clarissanora/status/1705324230391255113,@clarissanora,2023-09-22T20:52:34.000Z,Our very own “SUNSHINE” ! ,91,,30.46180890041911,-97.60910097580602,495.0,1695433954.0,2023,9,22,20,52,34,True,sunshine
286928,153896,58225,58225,7151,https://twitter.com/2Old2Cop/status/1705327513637965917,@2Old2Cop,2023-09-22T21:05:37.000Z,"Define “cold”? Obvi don’t use ice water, if that’s what you’re getting at

But “cold” water can’t harm skin. 

And the point is to stop the continued heat damage by cooling as quickly as possible. 

When you pull meat out of the oven, it continues cooking

Cold > cool > tepid",19,,30.323445077994,-97.75698020848782,7151.0,1695434737.0,2023,9,22,21,5,37,True,cooling
286944,153912,58210,58210,7136,https://twitter.com/wildrampmktg/status/1705329880894771287,@wildrampmktg,2023-09-22T21:15:01.000Z,"We interrupt our regularly scheduled content this Friday to announce our 14 year old has hit the salsa free agent market. Are there salsa companies out there looking for a new brand ambassador? 
@AnasSalsa
 @MrsRenfros 
@twohotmamas
 @ClintsSalsa
 @Tostitos",24,1,30.323445077994,-97.75698020848782,7136.0,1695435301.0,2023,9,22,21,15,1,True,hot
286977,153945,58179,58179,7105,https://twitter.com/Andylanger/status/1705333677717098980,@Andylanger,2023-09-22T21:30:06.000Z,"I genuinely believe 
@PeterHotez
’s advice/analysis kept my family alive during the pandemic. I told him so in person last year at TribFest and will tell him again tomorrow. If my gratitude - however repetitive- negates .001 percent of the vile pushback he gets on here, worth it.",24K,204,30.323445077994,-97.75698020848782,7105.0,1695436206.0,2023,9,22,21,30,6,True,hot
287163,154131,58021,58021,6947,https://twitter.com/TheGoldfatherOG/status/1705365498769080724,@TheGoldfatherOG,2023-09-22T23:36:33.000Z,Against Burnes? Oh no sir. Dude has had more than his share of bum games. This will not be one of them,23,,30.323445077994,-97.75698020848782,6947.0,1695443793.0,2023,9,22,23,36,33,True,burn
287233,154201,25379,25379,87,https://twitter.com/FinesseGawdHou/status/1705396864101581068,@FinesseGawdHou,2023-09-23T01:41:11.000Z,Ok dusty throwing in the towel he out maton in the game ,23,,30.1444838659839,-97.8221689198633,,1695451271.0,2023,9,23,1,41,11,True,dusty
287311,154279,57961,57961,6887,https://twitter.com/HSHToria/status/1705613476184412401,@HSHToria,2023-09-23T16:01:56.000Z,"Bro, it’s hot as fuck. Why am I thinking about moving here.",84,,30.323445077994,-97.75698020848782,6887.0,1695502916.0,2023,9,23,16,1,56,True,hot
287326,154294,57948,57948,6874,https://twitter.com/tuckerxheim/status/1705614536605098447,@tuckerxheim,2023-09-23T16:06:08.000Z,"What I want to see today:
1) shaking 
2) baking",16,,30.323445077994,-97.75698020848782,6874.0,1695503168.0,2023,9,23,16,6,8,True,baking
287372,154340,57904,57904,6830,https://twitter.com/MissEMILYs/status/1705620206825939207,@MissEMILYs,2023-09-23T16:28:40.000Z,"The only place to be when it's 91 degrees & rising  
@nativo",144,3,30.323445077994,-97.75698020848782,6830.0,1695504520.0,2023,9,23,16,28,40,True,degree
287499,154467,57801,57801,6727,https://twitter.com/God009D/status/1705635293888442461,@God009D,2023-09-23T17:28:37.000Z,"In the year 2000 The World did not come to an End. But you know what did come to an end? The 5th Dimension came to an end on [Y2K]

¡¡¡ We shall resucitate JESUS:5D through all of y[0ur] Blazing Hearts of Glory !!!


 VAYAN CON DÍ0S

JONATHAN [JOESTAR | DÍ0] BRANDO

I am…
Show more",125,1,30.323445077994,-97.75698020848782,6727.0,1695508117.0,2023,9,23,17,28,37,True,blazing
287522,154490,551660,551660,20,https://twitter.com/MichaelEWebber/status/1705638499528098113,@MichaelEWebber,2023-09-23T17:41:22.000Z,"I am wearing boots and pants for this outdoor event in blazing heat because 
@russellgold
 said the Fetterman dress code is not in effect for #TribFest23 speakers. Otherwise I would have worn shorts and flip flops.",2.3K,12.0,30.267405289041253,-97.74688399470426,,1695508882.0,2023,9,23,17,41,22,True,blazing
287526,154494,57779,57779,6705,https://twitter.com/SusanScrupski/status/1705639003213410637,@SusanScrupski,2023-09-23T17:43:22.000Z,"I can’t believe I’m going to stand in a line in the Texas heat to see 
@tedcruz
 #TribFest23",162,1,30.323445077994,-97.75698020848782,6705.0,1695509002.0,2023,9,23,17,43,22,True,heat
287574,154542,57736,57736,6662,https://twitter.com/Bro_thatsJK/status/1705642842025029683,@Bro_thatsJK,2023-09-23T17:58:37.000Z,We need some heat from you !,104,,30.323445077994,-97.75698020848782,6662.0,1695509917.0,2023,9,23,17,58,37,True,heat
287592,154560,57719,57719,6645,https://twitter.com/DickHorn16/status/1705645168462799132,@DickHorn16,2023-09-23T18:07:52.000Z,So burn your house down.,3,1,30.323445077994,-97.75698020848782,6645.0,1695510472.0,2023,9,23,18,7,52,True,burn
287616,154584,57697,57697,6623,https://twitter.com/gpl_writes/status/1705647651180450257,@gpl_writes,2023-09-23T18:17:44.000Z,"i have the opposite problem, i know being a monster driven by desire and wonder, and delaying boring husbandry is actually what the world needs from me

and it’s only the early aughts of scorpio season; it’s only been autumn for 12 hours",251,,30.323445077994,-97.75698020848782,6623.0,1695511064.0,2023,9,23,18,17,44,True,dry
287670,154638,57653,57653,6579,https://twitter.com/gpl_writes/status/1705652954886185310,@gpl_writes,2023-09-23T18:38:48.000Z,"mostly it’s the high protein, constant hydration and skipping lunch in favor of 2-3 hours of vigorous exercise, and as much sleep as my body wants - boring old habits which make you exceptional and lonely",18,,30.323445077994,-97.75698020848782,6579.0,1695512328.0,2023,9,23,18,38,48,True,hydration
287758,154726,57570,57570,6496,https://twitter.com/ojigbeready/status/1705662863606493444,@ojigbeready,2023-09-23T19:18:11.000Z,Off post for Burnley!,4,,30.323445077994,-97.75698020848782,6496.0,1695514691.0,2023,9,23,19,18,11,True,burn
287832,154800,57507,57507,6433,https://twitter.com/stay_luckee/status/1705671610001150459,@stay_luckee,2023-09-23T19:52:56.000Z,"""Introduce a little anarchy. Upset the established order, and everything becomes chaos. I'm an agent of chaos. Oh, and you know the thing about chaos? It's fair."" The Dark Knight was rereleased at both #regal and #AMC with $5 tickets. It really holds up. #darkknight #heathledger",86,,30.323445077994,-97.75698020848782,6433.0,1695516776.0,2023,9,23,19,52,56,True,heat
287856,154824,57486,57486,6412,https://twitter.com/cobychase/status/1705675609794388457,@cobychase,2023-09-23T20:08:49.000Z,I was an extra in Office Space and between scenes at Chotckie’s Restaurant Jennifer Anniston started talking to me about things to do in Austin. She was delightful and it was such a wonderful experience.,14K,88,30.323445077994,-97.75698020848782,6412.0,1695517729.0,2023,9,23,20,8,49,True,hot
287921,154889,285062,285062,5930,https://twitter.com/BlairNextDoor/status/1705683232698642618,@BlairNextDoor,2023-09-23T20:39:07.000Z,This is gonna be so hot ,1.5K,5,30.32252574373576,-97.75519032778548,5930.0,1695519547.0,2023,9,23,20,39,7,True,hot
287929,154897,57423,57423,6349,https://twitter.com/wbschreiner/status/1705683877707022359,@wbschreiner,2023-09-23T20:41:41.000Z,"Maybe. But are you saying bitcoin L1 does not satisfy these these to a compelling degree? And if not, why?  Gold certainly does.",29,,30.323445077994,-97.75698020848782,6349.0,1695519701.0,2023,9,23,20,41,41,True,degree
287977,154945,57379,57379,6305,https://twitter.com/OskiTX/status/1705690242492113082,@OskiTX,2023-09-23T21:06:58.000Z,"@SouthwestAir
 Flt 2451 AUS to DAL is delayed and boiling with insufficient A/C while it sits full of passengers on the tarmac. Y’all can and need to do better.",50,4,30.323445077994,-97.75698020848782,6305.0,1695521218.0,2023,9,23,21,6,58,True,boiling
288082,155050,57283,57283,6209,https://twitter.com/TraceySchulz/status/1705700191410458943,@TraceySchulz,2023-09-23T21:46:30.000Z,"For 
@KOOPRadio
's 
@WhatsNewTracey
 we talked w Andrew Morgen about his @TexasUSAFilm at 
@AustinFilm
 ! About progressive candidates in an oppressive state & keeping hope. Thx!
- https://archive.org/details/whats-new-interviews-texas-usa…
- https://texasusafilm.com
- https://youtube.com/watch?v=Hxvd2JwXynA…
- https://imdb.com/title/tt28138511/?ref_=fn_al_tt_1…",110,,30.323445077994,-97.75698020848782,6209.0,1695523590.0,2023,9,23,21,46,30,True,oppressive
288089,155057,57278,57278,6204,https://twitter.com/caseyboyle/status/1705700663974298092,@caseyboyle,2023-09-23T21:48:23.000Z,Nothing like hitting a 100 degrees on the first day of fall.,507,7,30.323445077994,-97.75698020848782,6204.0,1695523703.0,2023,9,23,21,48,23,True,degree
288135,155103,57234,57234,6160,https://twitter.com/VosCuervo/status/1705705777015431572,@VosCuervo,2023-09-23T22:08:42.000Z,It’s so fucking hot today. So unfair.,69,,30.323445077994,-97.75698020848782,6160.0,1695524922.0,2023,9,23,22,8,42,True,hot
288165,155133,57207,57207,6133,https://twitter.com/amelapay/status/1705709889543188933,@amelapay,2023-09-23T22:25:02.000Z,"why is everything like this 

tried to order pizza on restaurant website, prices lower figured 
@ToastTab
 better for them than 
@DoorDash
 

Delivered by doordash anyways

Missing item 

Call restaurant like it says on email 

They say 
Show more",1.9K,6,30.323445077994,-97.75698020848782,6133.0,1695525902.0,2023,9,23,22,25,2,True,toast
288191,155159,57183,57183,6109,https://twitter.com/HoneyIzabella/status/1705714009880543713,@HoneyIzabella,2023-09-23T22:41:25.000Z,Ladies the airports ridiculous right now. My flight got changed around due to weather issues. And this current flight can’t seem to figure out what gate they want us at. Fourth time getting up to move.  oh boy ,635,1,30.323445077994,-97.75698020848782,6109.0,1695526885.0,2023,9,23,22,41,25,True,weather
288192,155160,57182,57182,6108,https://twitter.com/amelapay/status/1705714221550297473,@amelapay,2023-09-23T22:42:15.000Z,"It is not working bc it was toast tab on the front and door dash in the back. They told me it’d been too long (30 minutes), then when I contacted the dd rep they say there’s no record of the order",64,,30.323445077994,-97.75698020848782,6108.0,1695526935.0,2023,9,23,22,42,15,True,toast
288216,155184,57159,57159,6085,https://twitter.com/00_Barbara_00/status/1705717939163316628,@00_Barbara_00,2023-09-23T22:57:02.000Z,"Remind her to make ear sandwiches with her hands so your ears get warm, too.",7,1,30.323445077994,-97.75698020848782,6085.0,1695527822.0,2023,9,23,22,57,2,True,warm
288294,155262,57089,57089,6015,https://twitter.com/lujanpema/status/1705729639690199475,@lujanpema,2023-09-23T23:43:31.000Z,"Grateful for the opportunity to have participated in the Pavlovian Society!  Fascinating insights into the neural substrates of active avoidance. Big thanks to the Cheerlab (
@JoeyCheers
) for the support, and Jenn Wenzel (
@JenWenzel1
) and Robert Sears for the invitation ",1.8K,34,30.323445077994,-97.75698020848782,6015.0,1695530611.0,2023,9,23,23,43,31,True,sear
288300,155268,57083,57083,6009,https://twitter.com/halzay/status/1705730827995214208,@halzay,2023-09-23T23:48:14.000Z,I’m not as familiar with heat but I’m in Texas and I damn well know that just idling in a Tesla for 20 min on a summer 110-120 degree day will knock off 3-4% of battery.,144,,30.323445077994,-97.75698020848782,6009.0,1695530894.0,2023,9,23,23,48,14,True,degree
288321,155289,57066,57066,5992,https://twitter.com/2Old2Cop/status/1705733778126012708,@2Old2Cop,2023-09-23T23:59:58.000Z,"Most mammals also lick their assh*le

they aren’t civilized, like we should be, by nourishing the placenta through to at least it’s first college degree",20,,30.323445077994,-97.75698020848782,5992.0,1695531598.0,2023,9,23,23,59,58,True,degree
288322,155290,574949,574949,442,https://twitter.com/LegoStig/status/1705735957893239092,@LegoStig,2023-09-24T00:08:38.000Z,Right. And you guys wore those shoes that change color with heat because…?,28,,30.46180890041911,-97.60910097580602,442.0,1695532118.0,2023,9,24,0,8,38,True,heat
288410,155378,75673,75673,24599,https://twitter.com/RamSoddy/status/1705982287509139757,@RamSoddy,2023-09-24T16:27:27.000Z,"I only knock Dusty for the treatment of maldy over Diaz, but I think the pitching staff and coaches need equal blame for that. Otherwise I agree that Dusty isn’t to blame",130,3,30.323445077994,-97.75698020848782,5648.0,1695590847.0,2023,9,24,16,27,27,True,dusty
288438,155406,57039,57039,5965,https://twitter.com/fire__girl/status/1705986293165879513,@fire__girl,2023-09-24T16:43:22.000Z,I’m so over the heat ,24,2,30.323445077994,-97.75698020848782,5965.0,1695591802.0,2023,9,24,16,43,22,True,heat
288444,155412,57034,57034,5960,https://twitter.com/DrayaDanielle15/status/1705987049977688302,@DrayaDanielle15,2023-09-24T16:46:23.000Z,everything about this past week felt like a fever dream lmao Austin is so weird fr,96,,30.323445077994,-97.75698020848782,5960.0,1695591983.0,2023,9,24,16,46,23,True,fever
288451,155419,57029,57029,5955,https://twitter.com/Telecrow/status/1705987604951302305,@Telecrow,2023-09-24T16:48:35.000Z,"Yeah, my husband is the real cyclist as well. I bought a Specialized non-throttle eBike 5 years ago to keep up with him. Ha! I like to ride a minimum of 30+ miles at least 3x a week. Omgosh the heat is brutal & thus reduces my rides.",15,1,30.323445077994,-97.75698020848782,5955.0,1695592115.0,2023,9,24,16,48,35,True,heat
288463,155431,57018,57018,5944,https://twitter.com/2Old2Cop/status/1705989721493504305,@2Old2Cop,2023-09-24T16:57:00.000Z,"You’re imposing your financial sensibilities and goals onto folks who don’t have that same view or goals. 

First, impart relevant time value of money: $ today > $ in 1yr, & for some >>

Second, impart contingent value of future $, for folks with ++ degree of instability",34,,30.323445077994,-97.75698020848782,5944.0,1695592620.0,2023,9,24,16,57,0,True,degree
288494,155462,56989,56989,5915,https://twitter.com/KickingItATX/status/1705995299334881499,@KickingItATX,2023-09-24T17:19:09.000Z,"The Women’s Nike Blazer Premium

 This blazer is wrapped in a premium nubuck material with leather detailing in the swoosh & back tab in a monochromatic Mineral color way. 

Women sizes 6-10 for $125 now available in store & online. 

#kickingit #nike #nikewomen",242,2,30.323445077994,-97.75698020848782,5915.0,1695593949.0,2023,9,24,17,19,9,True,blaze
288499,155467,75585,75585,24511,https://twitter.com/JohnPieratt3/status/1705995890681348381,@JohnPieratt3,2023-09-24T17:21:30.000Z,"I helped President Biden in the primary and thank Rep James Clyburn for his instrumental efforts to help him win in South Carolina. Now, that Joe has shown all his leadership qualities, let’s all resolve to re-elect him and Veep Harris to defeat Trump and his hateful policies.",20,,30.323445077994,-97.75698020848782,5560.0,1695594090.0,2023,9,24,17,21,30,True,burn
288523,155491,56964,56964,5890,https://twitter.com/AnnaDsays/status/1705999248070775018,@AnnaDsays,2023-09-24T17:34:51.000Z,I'm gonna go bake.,627,24,30.323445077994,-97.75698020848782,5890.0,1695594891.0,2023,9,24,17,34,51,True,bake
